,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,caption,ner_gender,ner_articleType,ner_color,ner_brand,ner_product_attributes,gender_match,articleType_match,color_match
4775,8384,girls,Apparel,Topwear,tshirts,orange,Fall,2011.0,Casual,Doodle Girl's Hippie Chic Orange Kidswear,girl,,orange,doodle,,False,False,True
4776,56279,women,Apparel,Innerwear,bra,white,Winter,2015.0,Casual,Biara White Everyday Support Bra MW 1002,,bra,white,biara,,False,True,True
4777,15922,unisex,Accessories,Bags,backpacks,brown,Fall,2011.0,Casual,ADIDAS Unisex ADP1810 Brown Backpack,unisex,backpack,brown,adidas,adp,True,False,True
4778,38206,women,Accessories,Eyewear,sunglasses,gold,Winter,2016.0,Casual,Polaroid Women Sunglasses,women,sunglass,,polaroid,,True,False,False
4779,24659,men,Accessories,Socks,socks,black,Fall,2011.0,Casual,ADIDAS Originals Men Black Casual Socks,men,casual sock,black,adida,original,True,False,True
4780,4549,men,Footwear,Shoes,sports shoes,white,Summer,2011.0,Sports,Nike Men's Air Dictate White Shoe,men,,white,nike,s air dictate,True,False,True
4781,59231,men,Accessories,Watches,watches,white,Winter,2016.0,Casual,Titan Men White Dial Watch,men,watch,white,titan,dial,True,False,True
4782,1807,men,Apparel,Topwear,tshirts,red,Fall,2010.0,Casual,Quechua Men G1 Techfresh Red T-shirt,men,t shirt,red,quechua,,True,False,True
4783,41008,girls,Apparel,Bottomwear,jeans,navy blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans,girls,,navy blue,gini jony,weave,True,False,True
4784,11778,men,Apparel,Topwear,tshirts,grey,Fall,2011.0,Casual,Lee Men Solid Grey Tshirts,men,,grey,lee,,True,False,True
4785,33428,women,Accessories,Bags,handbags,purple,Summer,2012.0,Casual,Baggit Women Motto Taj Purple Sling Bag,women,,purple,baggit,,True,False,True
4786,58919,men,Accessories,Ties,ties,purple,Summer,2017.0,Casual,Hakashi Men Purple Silk Tie,men,tie,purple,hakashi,silk,True,False,True
4787,41834,men,Footwear,Shoes,casual shoes,black,Spring,2013.0,Casual,Skechers Men Black Shoes,men,,black,skecher,,True,False,True
4788,56883,women,Footwear,Shoes,heels,silver,Winter,2012.0,Casual,HM Women Silver Heels,women,heel,silver,hm,,True,False,True
4789,37088,women,Accessories,Bags,handbags,beige,Summer,2012.0,Casual,Lino Perros Women Beige Handbag,women,handbag,beige,lino perros,,True,False,True
4790,28252,men,Personal Care,Fragrance,deodorant,brown,Spring,2017.0,Casual,Wild stone Men Night Rider Deo,men,,,wild stone,night rider deo,True,False,False
4791,50348,women,Apparel,Topwear,kurtas,blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurta,women,kurt,blue,aurelia,##a,True,False,True
4792,13813,men,Apparel,Topwear,tshirts,navy blue,Fall,2011.0,Casual,Proline Men Navy Blue Polo T-Shirt,men,shirt,navy blue,proline,polo t -,True,False,True
4793,22768,women,Apparel,Topwear,kurtas,grey,Summer,2011.0,Ethnic,BIBA Women Printed Grey Kurta,women,kurta,grey,biba,print,True,False,True
4794,2478,men,Apparel,Topwear,tshirts,green,Fall,2010.0,Casual,Puma Men's Island Green T-shirt,men,shirt,green,puma,,True,False,True
4795,9090,men,Footwear,Shoes,casual shoes,black,Winter,2011.0,Casual,Buckaroo Men Valle Black Casual Shoes,men,casual shoe,black,buckaroo,valle,True,False,True
4796,19515,men,Apparel,Topwear,sweaters,blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweater,men,sweater,blue,,,True,False,True
4797,7936,men,Apparel,Topwear,tshirts,white,Fall,2011.0,Sports,Puma Men's Glitch Music TV White T-shirt,men,t - shirt,white,puma,s glitch music tv,True,False,True
4798,8142,women,Accessories,Watches,watches,black,Winter,2016.0,Casual,Fastrack Women Navy Dial Watch,women,watch,,fastrack,navy dial,True,False,False
4799,27814,men,Accessories,Belts,belts,black,Summer,2013.0,Formal,Bulchee Men Brown & Black Reversible Belt,men,belt,brown,bulchee,black reversible,True,False,False
4800,28060,men,Apparel,Innerwear,briefs,navy blue,Summer,2016.0,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1010,men,brief,,jockey,,True,False,False
4801,31971,men,Footwear,Shoes,sports shoes,navy blue,Summer,2012.0,Sports,Nike Men Dual Fusion TR II Navy Blue Sports Shoes,men,sport shoe,navy blue,nike,dual fusion tr ii,True,False,True
4802,27028,women,Apparel,Bottomwear,capris,blue,Summer,2012.0,Casual,Jealous 21 Women Blue Capris,women,capris,blue,,jealous,True,True,True
4803,48185,women,Accessories,Bags,handbags,beige,Winter,2016.0,Casual,Fossil Women Beige Maddox Handbag,women,handbag,beige,fossil,maddox,True,False,True
4804,50946,women,Apparel,Bottomwear,jeans,blue,Winter,2011.0,Casual,Lee Womens Blue Roxy Fit Jeans,,,blue,lee,,False,False,True
4805,3798,men,Footwear,Shoes,casual shoes,navy blue,Spring,2013.0,Casual,Converse Men's As Canvas Ox Navy Blue Shoe,men,,navy blue,converse,s canvas ox,True,False,True
4806,51894,women,Accessories,Wallets,wallets,mushroom brown,Summer,2016.0,Casual,Nyk Women Mushroom Brown Wallet,women,wallet,mushroom brown,nyk,,True,False,True
4807,49057,women,Accessories,Jewellery,ring,silver,Summer,2013.0,Casual,Lucera Women Silver Ring,women,ring,silver,lucera,,True,True,True
4808,55408,women,Personal Care,Lips,lip gloss,brown,Spring,2017.0,Casual,Revlon ColorStay Overtime Faithful Fawn Lip Color 320,,,,revlon,,False,False,False
4809,19727,women,Apparel,Topwear,shirts,white,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Shirt,women,shirt,white,,,True,False,True
4810,46823,women,Footwear,Shoes,heels,red,Winter,2015.0,Casual,Catwalk Women Red Flats,women,,red,catwalk,flat,True,False,True
4811,39320,boys,Apparel,Bottomwear,shorts,navy blue,Summer,2012.0,Casual,Gini and Jony Boys Navy Blue Shorts,boys,short,navy blue,gini jony,,True,False,True
4812,14804,women,Accessories,Bags,handbags,black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Handbags,women,handbag,black,,,True,False,True
4813,10498,women,Apparel,Topwear,tops,navy blue,Fall,2011.0,Casual,Flying Machine Women RN Blue Tops,women,top,blue,fly machine,rn,True,False,False
4814,36368,men,Accessories,Ties,ties,blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie,men,tie,blue,reid taylor,,True,False,True
4815,14038,men,Apparel,Topwear,shirts,red,Fall,2011.0,Casual,Flying Machine Men Check Red Shirts,men,shirt,red,fly machine,check,True,False,True
4816,58317,men,Accessories,Socks,socks,white,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,men,,white,jockey,,True,False,True
4817,44748,men,Footwear,Shoes,casual shoes,white,Summer,2012.0,Casual,Globalite Men White Dribble Shoes,men,,white,globalite,dribble,True,False,True
4818,55850,women,Personal Care,Nails,nail polish,orange,Spring,2017.0,Casual,Colorbar Pro Sunset Nail Lacquer 0380,,,,colorbar,,False,False,False
4819,35189,unisex,Accessories,Bags,backpacks,red,Summer,2015.0,Casual,Wildcraft Unisex Red Solid Backpack,unisex,backpack,red,wildcraft,solid,True,False,True
4820,54982,women,Apparel,Loungewear and Nightwear,lounge pants,blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants,women,lounge pant,blue,femella,print,True,False,True
4821,28404,men,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,Idee Men Black Sunglasses,men,sunglass,black,idee,,True,False,True
4822,43935,women,Footwear,Shoes,heels,white,Winter,2012.0,Casual,Catwalk Women White Heels,women,heel,white,catwalk,,True,False,True
4823,8714,unisex,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,Fastrack Unisex Fastrack Black sunglass with Black frame Black Sunglasses,unisex,sunglass,black,fastrack,,True,False,True
4824,49433,unisex,Footwear,Shoes,casual shoes,black,Summer,2012.0,Casual,Vans Unisex Black Casual Shoes,unisex,casual shoe,black,,van,True,False,True
4825,19343,men,Accessories,Wallets,wallets,black,Fall,2011.0,Formal,Reid&Taylor Men Solid Black Wallet,men,wallet,black,reid taylor,solid,True,False,True
4826,18291,women,Apparel,Topwear,kurtas,multi,Fall,2011.0,Ethnic,Aneri Women Shabana Multi Kurta,women,kurt,multi,aneri,shabana,True,False,True
4827,13679,men,Footwear,Shoes,sports shoes,white,Spring,2013.0,Sports,ADIDAS Men Court Switch Sports Shoes,men,sport shoe,,adida,court switch,True,False,False
4828,34867,women,Accessories,Bags,handbags,black,Summer,2012.0,Casual,Envirosax Women Black Bag,women,,black,envirosax,,True,False,True
4829,43109,women,Personal Care,Fragrance,perfume and body mist,blue,Spring,2017.0,Casual,Paris Hilton Women Fairy Dust Perfume,women,,,paris hilton,fairy dust,True,False,False
4830,38696,women,Accessories,Bags,handbags,mustard,Summer,2015.0,Casual,Spice Art Women Checks Design Mustard Handbag,women,handbag,,spice art,check design mustard,True,False,False
4831,5837,men,Apparel,Topwear,tshirts,red,Summer,2011.0,Casual,Puma Men's Pop Graphic Red T-shirt,men,t shirt,red,puma,pop,True,False,True
4832,39744,girls,Apparel,Topwear,tops,white,Summer,2012.0,Casual,Gini Jony Girls Printed White Top,girls,,white,gini jony,print,True,False,True
4833,20669,men,Apparel,Topwear,tshirts,red,Fall,2011.0,Casual,Classic Polo Men Striped Red Tshirt,men,,red,classic,,True,False,True
4834,11912,men,Footwear,Sandal,sandals,maroon,Summer,2011.0,Casual,Franco Leone Men Casual Maroon Sandals,men,sandal,maroon,franco leone,,True,False,True
4835,57509,men,Footwear,Shoes,casual shoes,black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,men,casual shoe,black,provogue,,True,False,True
4836,44922,men,Apparel,Bottomwear,shorts,red,Summer,2012.0,Casual,Puma Men Red Cat Logo Shorts,men,short,red,puma,cat logo,True,False,True
4837,39576,women,Footwear,Shoes,heels,black,Winter,2015.0,Casual,Catwalk Women Black Flats,women,,black,catwalk,flat,True,False,True
4838,52847,women,Accessories,Jewellery,earrings,red,Summer,2012.0,Casual,Adrika Red Earrings,,earring,red,adrika,,False,False,True
4839,25129,women,Accessories,Bags,clutches,gold,Winter,2015.0,Casual,Lino Perros Women Gems Gold Clutch,women,clutch,gold,lino perros,gem,True,False,True
4840,5239,men,Footwear,Shoes,sports shoes,white,Summer,2011.0,Sports,Reebok Men's Zigfuel White Shoe,men,,white,reebok,s zigfuel,True,False,True
4841,58541,men,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,Miami Blues Men Sunglasses,men,sunglasse,,miami blue,,True,False,False
4842,33870,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,Citizen Men Black Dial Chronograph Watch AN3420-51L,men,watch,black,citizen,dial chronograph,True,False,True
4843,21589,women,Apparel,Bottomwear,swimwear,black,Summer,2011.0,Sports,Nabaiji Women Solid Black Swimsuit,women,,black,nabaiji,,True,False,True
4844,25915,women,Apparel,Bottomwear,leggings,grey,Summer,2012.0,Casual,Femella Women Grey Leggings,women,legging,grey,femella,,True,False,True
4845,46649,women,Personal Care,Fragrance,deodorant,green,Spring,2017.0,Casual,Rasasi Women Confidence Deo,women,,,rasasi,confidence deo,True,False,False
4846,16139,women,Apparel,Topwear,tops,white,Fall,2011.0,Casual,Tokyo Talkies Women Printed White Top,women,,white,tokyo talkie,print,True,False,True
4847,28636,men,Footwear,Shoes,sports shoes,black,Summer,2012.0,Casual,Nike Men The Overplay VI Black Shoes,men,,black,nike,overplay vi,True,False,True
4848,2820,men,Footwear,Sandal,sandals,black,Summer,2012.0,Formal,Lee Cooper Men Formal Leather Black Sandal,men,sandal,black,lee cooper,,True,False,True
4849,34269,women,Apparel,Topwear,dupatta,mauve,Summer,2012.0,Ethnic,Fabindia Women Mauve Silk Dupatta,women,dupatta,mauve,fabindia,silk,True,True,True
4850,19171,men,Apparel,Topwear,sweatshirts,grey,Fall,2011.0,Casual,United Colors of Benetton Men Printed Grey Sweatshirt,men,sweatshirt,grey,,,True,False,True
4851,12599,unisex,Apparel,Topwear,tshirts,green,Fall,2011.0,Casual,Tantra Unisex Printed Green Tshirts,unisex,ts,green,tantra,,True,False,True
4852,8526,women,Footwear,Shoes,sports shoes,black,Summer,2011.0,Sports,Nike Women Nike Womens Downshifter 3 MSL Black Sports Shoes,women,sport shoe,black,nike,downshifter msl,True,False,True
4853,16905,men,Apparel,Topwear,sweatshirts,green,Fall,2011.0,Casual,Status Quo Men Solid Green Sweatshirt,men,sweatshirt,green,status quo,solid,True,False,True
4854,49601,women,Footwear,Shoes,heels,beige,Winter,2015.0,Casual,Catwalk Women Beige Flats,women,,beige,catwalk,flat,True,False,True
4855,32163,women,Accessories,Socks,socks,lavender,Summer,2017.0,Casual,Playboy Women Playmate Lavender Ankle Socks,women,,lavender,playboy,,True,False,True
4856,24006,men,Apparel,Topwear,shirts,white,Summer,2012.0,Casual,Regent Polo Club Men White Striped Shirt,men,shirt,white,regent,,True,False,True
4857,40543,women,Accessories,Watches,watches,silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,women,watch,silver,titan,dial,True,False,True
4858,38459,women,Accessories,Bags,clutches,silver,Fall,2012.0,Casual,Baggit Women Silver Clutch,women,clutch,silver,baggit,,True,False,True
4859,15741,men,Footwear,Shoes,sports shoes,grey,Fall,2011.0,Sports,Nike Men Lunarglide + Shield Grey Sports Shoes,men,sport shoe,grey,nike,lunarglide shield,True,False,True
4860,52086,women,Apparel,Topwear,tshirts,red,Summer,2012.0,Casual,Myntra Women Red T-shirt,women,shirt,red,myntra,t -,True,False,True
4861,21574,men,Accessories,Socks,socks,multi,Winter,2015.0,Casual,Lino Perros Men Pack of Five Striped Socks,men,sock,,lino perros,pack striped,True,False,False
4862,4316,unisex,Apparel,Topwear,tshirts,black,Summer,2011.0,Casual,Tantra Kid's Unisex Play To Win Black Kidswear,unisex,,black,tantra,,True,False,True
4863,45031,men,Accessories,Watches,watches,white,Winter,2016.0,Casual,Maxima Men White Watch,men,watch,white,maxima,,True,False,True
4864,37411,women,Accessories,Bags,handbags,brown,Summer,2012.0,Casual,Murcia Women Basket Thatch Brown Handbag,women,handbag,brown,murcia,basket thatch,True,False,True
4865,14693,men,Apparel,Bottomwear,trousers,black,Fall,2011.0,Casual,Basics Men Black Trousers,men,,black,,,True,False,True
4866,17016,women,Footwear,Shoes,flats,white,Winter,2012.0,Casual,Rocia Women Casual White Sandal,women,,white,rocia,sandal,True,False,True
4867,23223,women,Apparel,Topwear,kurtas,rust,Fall,2011.0,Ethnic,Aneri Women Jwala Rust Kurta,women,kurta,rust,aneri,jwala,True,False,True
4868,6441,men,Footwear,Shoes,casual shoes,white,Summer,2011.0,Casual,Lotto Men's Calcetto White Red Shoe,men,,white,lotto,,True,False,True
4869,18862,men,Apparel,Topwear,tshirts,navy blue,Fall,2011.0,Casual,Puma Men Graffiti Navy Blue Polo Tshirt,men,,navy blue,puma,,True,False,True
4870,34294,women,Apparel,Topwear,dupatta,white,Summer,2012.0,Ethnic,Fabindia Women Printed Off White Dupatta,women,dupatta,white,fabindia,print,True,True,True
4871,7593,men,Footwear,Shoes,sports shoes,white,Summer,2011.0,Sports,Nike Men Zoom Vapor 8 White Red Shoe,men,,white,nike,,True,False,True
4872,51603,women,Apparel,Bottomwear,trousers,beige,Fall,2012.0,Casual,Kraus Jeans Women Beige Trousers,women,,,kraus,,True,False,False
4873,30634,men,Apparel,Bottomwear,shorts,black,Summer,2012.0,Casual,Nike Men Black Shorts,men,short,black,nike,,True,False,True
4874,9409,unisex,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,Fastrack Unisex Brown Sunglasses,unisex,sunglass,brown,fastrack,,True,False,True
4875,27683,women,Accessories,Bags,handbags,white,Winter,2015.0,Casual,Murcia Women White Handbag,women,handbag,white,murcia,,True,False,True
4876,42214,women,Apparel,Topwear,tops,white,Summer,2012.0,Casual,Sepia Women White Top,women,,white,sepia,,True,False,True
4877,6673,men,Footwear,Shoes,sports shoes,white,Summer,2011.0,Sports,Nike Men's Air Pegasus 27 White Grey Shoe,men,,white,nike,,True,False,True
4878,47554,women,Footwear,Shoes,heels,red,Winter,2012.0,Casual,Portia Women Red Heels,women,heel,red,portia,,True,False,True
4879,17224,men,Accessories,Eyewear,sunglasses,blue,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,men,sunglass,blue,united,,True,False,True
4880,51431,men,Apparel,Topwear,shirts,blue,Summer,2012.0,Formal,Myntra Men Blue Shirt,men,shirt,blue,myntra,,True,False,True
4881,46486,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,Timex Men Black Dial Chronograph Watch,men,watch,black,timex,dial chronograph,True,False,True
4882,35174,unisex,Accessories,Bags,backpacks,black,Summer,2015.0,Casual,Wildcraft Unisex Black Printed Laptop Backpack,unisex,backpack,black,wildcraft,print laptop,True,False,True
4883,13684,men,Footwear,Shoes,casual shoes,black,Fall,2011.0,Casual,ADIDAS Men Dash Casual Shoes,men,casual shoe,,adida,dash,True,False,False
4884,54143,women,Footwear,Shoes,heels,black,Winter,2012.0,Casual,Rocia Women Black Sandals,women,,black,rocia,sandal,True,False,True
4885,42026,women,Footwear,Shoes,sports shoes,white,Summer,2012.0,Sports,ADIDAS Women White Bolt Sports Shoes,women,sport shoe,white,adida,bolt,True,False,True
4886,3301,women,Footwear,Shoes,sports shoes,white,Spring,2011.0,Sports,Asics Women Gel Cushioning White Pink Shoe,women,,white,asics,,True,False,True
4887,26563,men,Footwear,Shoes,casual shoes,tan,Summer,2012.0,Casual,Lee Cooper Men Tan Shoes,men,,tan,lee cooper,,True,False,True
4888,4918,women,Apparel,Topwear,tops,pink,Summer,2011.0,Casual,Gini and Jony Girls Vollie Pink Top,girls,,pink,gini jony,vollie,False,False,True
4889,56614,women,Personal Care,Makeup,highlighter and blush,peach,Spring,2017.0,,Streetwear True Color Peachy Sheen Blusher,,,,streetwear,true color peachy sheen,False,False,False
4890,32351,women,Accessories,Watches,watches,steel,Winter,2016.0,Casual,Q&Q Women Steel Dial Watch,women,watch,steel,q q,dial,True,False,True
4891,40771,men,Accessories,Headwear,caps,blue,Summer,2012.0,Casual,Quiksilver Men Blue Firsty Roundtails Cap,men,cap,blue,quiksilver,firsty roundtail,True,False,True
4892,33283,boys,Apparel,Bottomwear,jeans,black,Summer,2012.0,Casual,Gini and Jony Boys Black Jeans,boys,jean,black,gini jony,,True,False,True
4893,24234,women,Apparel,Topwear,kurtas,brown,Fall,2011.0,Ethnic,La-Emotio Women Brown Kurta,women,kurta,brown,la - emotio,,True,False,True
4894,10001,women,Apparel,Bottomwear,skirts,blue,Summer,2011.0,Casual,Palm Tree Kids Girls Sp Jema Skt Blue Skirts,,skirt,blue,palm tree,kid girls sp ##a,False,False,True
4895,4124,unisex,Apparel,Topwear,tshirts,purple,Summer,2011.0,Sports,Kochi Tuskers Kids Replica Jersey,,,,kochi tusker,kid replica jersey,False,False,False
4896,45203,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Anaglogue Watch A658,men,watch,black,casio enticer,dial anaglogue,True,False,True
4897,15573,boys,Apparel,Topwear,tshirts,white,Fall,2011.0,Casual,Chhota Bheem Kids Boys Main Hoon Bheem TShirt,boys,,,chhota bheem,,True,False,False
4898,53366,unisex,Accessories,Bags,backpacks,blue,Summer,2012.0,Casual,Puma Unisex Blue Backpack,unisex,backpack,blue,puma,,True,False,True
4899,37623,boys,Apparel,Topwear,tshirts,blue,Summer,2012.0,Casual,Madagascar 3 Boys Blue Printed T-shirt,boys,shirt,blue,madagascar,print t -,True,False,True
4900,49896,girls,Accessories,Watches,watches,white,Winter,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,girls,watch,white,q q,,True,False,True
4901,16792,men,Apparel,Topwear,shirts,yellow,Fall,2011.0,Casual,Highlander Men Check Yellow Shirt,men,shirt,yellow,highlander,check,True,False,True
4902,51055,women,Apparel,Innerwear,bra,teal,Summer,2017.0,Casual,Enamor Teal Premium Bra PB04,,bra,teal,enamor,premium,False,True,True
4903,6217,women,Apparel,Topwear,tops,pink,Summer,2011.0,Casual,UCB Women's Graphic Print Pink Top,women,,pink,ucb,s graphic print,True,False,True
4904,50187,women,Accessories,Bags,handbags,orange,Summer,2012.0,Casual,Paridhan Women Orange Handbag,women,handbag,orange,paridhan,,True,False,True
4905,17640,unisex,Accessories,Headwear,headband,black,Fall,2013.0,Sports,Puma Unisex Cat Black Headband,unisex,headband,black,puma,cat,True,True,True
4906,48944,men,Accessories,Jewellery,ring,steel,Summer,2013.0,Casual,Revv Men Steel Ring,men,ring,steel,revv,,True,True,True
4907,23475,men,Accessories,Scarves,scarves,black,Winter,2015.0,Casual,Lino Perros Men Black Check Scarf,men,scarf,black,lino perros,check,True,False,True
4908,3765,men,Apparel,Topwear,tshirts,yellow,Summer,2011.0,Casual,Status Quo Men's Unplugged Yellow T-shirt,men,shirt,yellow,status quo,,True,False,True
4909,26107,men,Apparel,Topwear,shirts,blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,men,shirt,blue,john miller,stripe,True,False,True
4910,54527,men,Footwear,Shoes,casual shoes,black,Fall,2012.0,Casual,F Sports Men Black Charger Shoes,men,,black,f,,True,False,True
4911,43590,girls,Apparel,Topwear,tshirts,blue,Summer,2012.0,Casual,Gini and Jony Girls Polo Striped Blue T-shirt,girls,t - shirt,blue,gini jony,polo,True,False,True
4912,48178,women,Accessories,Bags,handbags,teal,Winter,2016.0,Casual,Fossil Women Teal Handbag,women,handbag,teal,fossil,,True,False,True
4913,40315,unisex,Footwear,Shoes,sports shoes,white,Summer,2012.0,Casual,ADIDAS Unisex White Shoes,unisex,,white,adidas,,True,False,True
4914,10465,men,Apparel,Topwear,tshirts,purple,Fall,2011.0,Casual,Flying Machine Men Paisley Purple Tshirts,men,,purple,fly machine,,True,False,True
4915,56270,women,Apparel,Innerwear,bra,black,Summer,2017.0,Casual,Biara Black Every Day Support Bra,,bra,black,biara,day support,False,True,True
4916,25782,men,Apparel,Topwear,suspenders,black,Summer,2012.0,Formal,Arrow Men Black & White Suspenders,men,suspender,black,arrow,white,True,False,True
4917,53702,women,Accessories,Bags,handbags,brown,Summer,2012.0,Casual,Kiara Women Brown Handbags,women,handbag,brown,kiara,,True,False,True
4918,5492,men,Apparel,Topwear,tshirts,blue,Summer,2011.0,Casual,Mr.Men Men's Cool Indigo T-shirt,men men,shirt,,mr,s cool indigo t -,False,False,False
4919,37247,men,Footwear,Shoes,casual shoes,black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,men,,black,,united color benetton,True,False,True
4920,4540,men,Apparel,Topwear,tshirts,white,Summer,2011.0,Casual,Classic Polo Men's White Polo T-shirt,men,shirt,white,classic,,True,False,True
4921,36395,men,Accessories,Socks,socks,blue,Summer,2016.0,Casual,Reid & Taylor Men Blue Socks,men,sock,blue,reid taylor,,True,False,True
4922,59238,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,Titan Men Black Watch,men,watch,black,titan,,True,False,True
4923,15117,men,Apparel,Bottomwear,trousers,grey,Fall,2011.0,Formal,Arrow Men Solid Grey Trousers,men,,grey,arrow,,True,False,True
4924,21322,men,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C3,men,sunglasse,,louis philippe,,True,False,False
4925,24462,men,Footwear,Flip Flops,flip flops,blue,Fall,2011.0,Casual,ADIDAS Men Blue Adi Cliff Flip Flop,men,,blue,adida,adi cliff flip flop,True,False,True
4926,37849,men,Accessories,Wallets,wallets,black,Summer,2012.0,Casual,Hidekraft Men Black Card Holder,men,,black,hidekraft,card holder,True,False,True
4927,57190,women,Apparel,Topwear,tunics,pink,Summer,2012.0,Casual,Elle Women Pink Tunic,women,tunic,pink,elle,,True,False,True
4928,40127,girls,Apparel,Dress,dresses,black,Summer,2012.0,Casual,Gini and Jony Girls Roseatte Black Dress,girls,dress,black,gini jony,roseatte,True,False,True
4929,32507,men,Footwear,Sandal,sandals,black,Winter,2015.0,Casual,Franco Leone Men Black Sandals,men,sandal,black,franco leone,,True,False,True
4930,56042,women,Personal Care,Lips,lipstick,purple,Spring,2017.0,Casual,Colorbar Plum Dressing Lipstick 09,,lipstick,,colorbar,plum dressing,False,True,False
4931,11785,women,Apparel,Topwear,tshirts,black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,women,,black,lee,,True,False,True
4932,44587,men,Apparel,Bottomwear,jeans,blue,Summer,2017.0,Casual,Lee Men Blue Rack Jeans,men,,blue,lee,rack jean,True,False,True
4933,37075,women,Accessories,Bags,handbags,blue,Summer,2012.0,Casual,Lino Perros Women Blue Handbag,women,handbag,blue,lino perros,,True,False,True
4934,53530,women,Apparel,Innerwear,briefs,black,Winter,2015.0,Casual,Amante Women Black Bikini Briefs PCLR02,women,brief,black,amante,bikini,True,False,True
4935,15325,men,Apparel,Topwear,tshirts,blue,Fall,2011.0,Sports,Nike Men Printed Blue Tshirts,men,,blue,nike,,True,False,True
4936,21110,men,Apparel,Topwear,sweaters,charcoal,Fall,2011.0,Casual,s.Oliver Men Solid Charcoal Sweater,men,sweater,charcoal,s oliver,solid,True,False,True
4937,4772,women,Apparel,Topwear,tshirts,green,Summer,2011.0,Sports,ADIDAS Women's Blue Polo T-shirt,women,shirt,blue,adida,,True,False,False
4938,22795,men,Apparel,Topwear,tshirts,white,Fall,2011.0,Casual,Manchester United Men White Tshirt,men,,white,manchester united,tshirt,True,False,True
4939,51267,men,Accessories,Belts,belts,brown,Summer,2012.0,Casual,Parx Men Brown Belt,men,belt,brown,parx,,True,False,True
4940,8983,men,Footwear,Shoes,casual shoes,black,Fall,2011.0,Casual,Puma Men Evo Ducati Lo Black Casual Shoes,men,casual shoe,black,puma,evo ducati lo,True,False,True
4941,23647,men,Apparel,Topwear,tshirts,green,Summer,2012.0,Casual,Disney Men Green Printed T-shirt,men,shirt,green,disney,print t -,True,False,True
4942,6025,women,Apparel,Topwear,tshirts,blue,Summer,2011.0,Casual,UCB Women's Epaulettes Sleeve Blue T-shirt,women,t shirt,blue,,,True,False,True
4943,47302,women,Accessories,Bags,clutches,brown,Summer,2012.0,Casual,Baggit Women Brown Purse,women,,brown,baggit,purse,True,False,True
4944,26335,women,Accessories,Watches,watches,white,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8011,women,watch,white,dkny,dial,True,False,True
4945,12100,women,Apparel,Topwear,kurtas,multi,Fall,2011.0,Ethnic,W Women Multi Colour Printed Kurta,women,kurta,multi,,colour print,True,False,True
4946,42670,women,Apparel,Topwear,kurtas,black,Summer,2012.0,Ethnic,Alma Women Black Kurta,women,kurta,black,alma,,True,False,True
4947,49298,women,Accessories,Socks,socks,pink,Summer,2016.0,Casual,Arrow Women Pack Of 5 Socks,women,,,arrow,pack sock,True,False,False
4948,31382,men,Apparel,Topwear,tshirts,white,Summer,2012.0,Casual,Locomotive Men Printed White T-shirt,men,shirt,white,locomotive,,True,False,True
4949,3557,men,Footwear,Shoes,casual shoes,black,Winter,2015.0,Casual,Skechers Men Black Lifestyle Casual Shoes,men,casual shoe,black,skecher,lifestyle,True,False,True
4950,30250,men,Footwear,Flip Flops,flip flops,yellow,Summer,2013.0,Casual,Numero Uno Men Yellow Flip Flops,men,flip flop,yellow,numero uno,,True,False,True
4951,2485,women,Apparel,Topwear,tshirts,purple,Fall,2010.0,Sports,Puma Women Purple Blouson Top,women,,purple,puma,blouson,True,False,True
4952,6819,women,Footwear,Flip Flops,flip flops,red,Summer,2011.0,Casual,Timberland Women's Estela Umbrella Red Flip Flop,women,,red,timberland,,True,False,True
